"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /students",185,1800,2900,3700,4000,5300,5600,6400,7000,7800
"POST : new student",403,10,14,21,37,88,290,940,1200,1800
"DELETE : remove student",135,12,32,130,230,590,910,1000,1100,1600
"GET : single student",158,28,74,170,310,570,1300,1400,1600,1700
"PUT : update student",118,9,15,51,79,420,800,950,1100,1300
"Total",999,17,86,360,590,1600,3600,5300,5600,7800
