"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/students/register",276,31,10,21,6,2179,71,5.53
"None","Total",276,31,10,21,6,2179,71,5.53
