"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","a student",4020,196,14,222,4,22914,72,73.04
"None","Total",4020,196,14,222,4,22914,72,73.04
