"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /students",91,95,120,140,150,300,400,540,5100,5100
"POST : new student",200,11,15,17,17,25,81,230,240,5100
"DELETE : remove student",64,9,11,15,16,17,19,28,28,28
"GET : single student",77,4,4,5,5,8,16,110,110,110
"PUT : update student",53,10,11,11,11,13,15,16,18,18
"Total",485,11,16,19,50,100,150,310,490,5100
