"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/students",233,23,160,520,41,6445,11408,4.93
"None","Total",233,23,160,520,41,6445,11408,4.93
