"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"DELETE /students/delete/99999871",2,1000,1000,1000,1000,1000,1000,1000,1000,1000
"DELETE /students/delete/99999873",1,18,18,18,18,18,18,18,18,18
"DELETE /students/delete/99999874",1,1000,1000,1000,1000,1000,1000,1000,1000,1000
"DELETE /students/delete/99999875",4,1000,1000,1000,1000,1000,1000,1000,1000,1000
"DELETE /students/delete/99999876",1,9,9,9,9,9,9,9,9,9
"DELETE /students/delete/99999877",1,11,11,11,11,11,11,11,11,11
"DELETE /students/delete/99999878",1,8,8,8,8,8,8,8,8,8
"DELETE /students/delete/99999879",1,8,8,8,8,8,8,8,8,8
"DELETE /students/delete/99999880",1,10,10,10,10,10,10,10,10,10
"DELETE /students/delete/99999881",1,25,25,25,25,25,25,25,25,25
"DELETE /students/delete/99999883",1,10,10,10,10,10,10,10,10,10
"DELETE /students/delete/99999884",1,10,10,10,10,10,10,10,10,10
"DELETE /students/delete/99999886",1,13,13,13,13,13,13,13,13,13
"DELETE /students/delete/99999887",1,10,10,10,10,10,10,10,10,10
"DELETE /students/delete/99999888",2,1000,1000,1000,1000,1000,1000,1000,1000,1000
"DELETE /students/delete/99999890",2,1000,1000,1000,1000,1000,1000,1000,1000,1000
"DELETE /students/delete/99999893",3,48,48,58,58,58,58,58,58,58
"DELETE /students/delete/99999894",2,1000,1000,1000,1000,1000,1000,1000,1000,1000
"DELETE /students/delete/99999895",1,10,10,10,10,10,10,10,10,10
"DELETE /students/delete/99999896",1,20,20,20,20,20,20,20,20,20
"DELETE /students/delete/99999897",1,11,11,11,11,11,11,11,11,11
"DELETE /students/delete/99999898",1,10,10,10,10,10,10,10,10,10
"DELETE /students/delete/99999900",2,39,39,39,39,39,39,39,39,39
"DELETE /students/delete/99999901",1,11,11,11,11,11,11,11,11,11
"DELETE /students/delete/99999902",1,6,6,6,6,6,6,6,6,6
"DELETE /students/delete/99999903",1,10,10,10,10,10,10,10,10,10
"DELETE /students/delete/99999904",1,10,10,10,10,10,10,10,10,10
"DELETE /students/delete/99999905",1,21,21,21,21,21,21,21,21,21
"DELETE /students/delete/99999907",1,10,10,10,10,10,10,10,10,10
"DELETE /students/delete/99999908",1,9,9,9,9,9,9,9,9,9
"DELETE /students/delete/99999909",1,11,11,11,11,11,11,11,11,11
"DELETE /students/delete/99999910",1,10,10,10,10,10,10,10,10,10
"DELETE /students/delete/99999911",1,22,22,22,22,22,22,22,22,22
"DELETE /students/delete/99999914",3,22,22,23,23,23,23,23,23,23
"DELETE /students/delete/99999926",1,31,31,31,31,31,31,31,31,31
"DELETE /students/delete/99999927",1,79,79,79,79,79,79,79,79,79
"DELETE /students/delete/99999928",12,76,79,89,89,91,1000,1000,1000,1000
"DELETE /students/delete/99999929",2,2400,2400,2400,2400,2400,2400,2400,2400,2400
"DELETE /students/delete/99999930",1,10,10,10,10,10,10,10,10,10
"DELETE /students/delete/99999931",1,19,19,19,19,19,19,19,19,19
"DELETE /students/delete/99999932",1,10,10,10,10,10,10,10,10,10
"DELETE /students/delete/99999934",1,18,18,18,18,18,18,18,18,18
"DELETE /students/delete/99999935",1,19,19,19,19,19,19,19,19,19
"DELETE /students/delete/99999937",2,1000,1000,1000,1000,1000,1000,1000,1000,1000
"DELETE /students/delete/99999938",1,9,9,9,9,9,9,9,9,9
"DELETE /students/delete/99999939",1,15,15,15,15,15,15,15,15,15
"DELETE /students/delete/99999940",2,1000,1000,1000,1000,1000,1000,1000,1000,1000
"DELETE /students/delete/99999941",1,9,9,9,9,9,9,9,9,9
"DELETE /students/delete/99999942",1,10,10,10,10,10,10,10,10,10
"DELETE /students/delete/99999943",1,11,11,11,11,11,11,11,11,11
"DELETE /students/delete/99999944",1,10,10,10,10,10,10,10,10,10
"DELETE /students/delete/99999945",1,9,9,9,9,9,9,9,9,9
"DELETE /students/delete/99999946",1,14,14,14,14,14,14,14,14,14
"DELETE /students/delete/99999947",1,11,11,11,11,11,11,11,11,11
"DELETE /students/delete/99999948",1,14,14,14,14,14,14,14,14,14
"DELETE /students/delete/99999949",1,10,10,10,10,10,10,10,10,10
"DELETE /students/delete/99999950",1,9,9,9,9,9,9,9,9,9
"DELETE /students/delete/99999951",1,10,10,10,10,10,10,10,10,10
"DELETE /students/delete/99999952",1,29,29,29,29,29,29,29,29,29
"DELETE /students/delete/99999954",1,9,9,9,9,9,9,9,9,9
"DELETE /students/delete/99999955",1,11,11,11,11,11,11,11,11,11
"DELETE /students/delete/99999956",1,12,12,12,12,12,12,12,12,12
"DELETE /students/delete/99999957",1,17,17,17,17,17,17,17,17,17
"DELETE /students/delete/99999958",2,1000,1000,1000,1000,1000,1000,1000,1000,1000
"DELETE /students/delete/99999959",1,18,18,18,18,18,18,18,18,18
"DELETE /students/delete/99999960",1,17,17,17,17,17,17,17,17,17
"DELETE /students/delete/99999961",1,12,12,12,12,12,12,12,12,12
"DELETE /students/delete/99999963",1,11,11,11,11,11,11,11,11,11
"DELETE /students/delete/99999964",1,12,12,12,12,12,12,12,12,12
"DELETE /students/delete/99999966",1,11,11,11,11,11,11,11,11,11
"DELETE /students/delete/99999967",2,1000,1000,1000,1000,1000,1000,1000,1000,1000
"DELETE /students/delete/99999968",1,10,10,10,10,10,10,10,10,10
"DELETE /students/delete/99999969",1,8,8,8,8,8,8,8,8,8
"DELETE /students/delete/99999970",1,18,18,18,18,18,18,18,18,18
"DELETE /students/delete/99999971",2,1000,1000,1000,1000,1000,1000,1000,1000,1000
"DELETE /students/delete/99999972",1,17,17,17,17,17,17,17,17,17
"DELETE /students/delete/99999973",1,12,12,12,12,12,12,12,12,12
"DELETE /students/delete/99999974",1,14,14,14,14,14,14,14,14,14
"DELETE /students/delete/99999975",1,14,14,14,14,14,14,14,14,14
"DELETE /students/delete/99999977",1,37,37,37,37,37,37,37,37,37
"DELETE /students/delete/99999978",1,17,17,17,17,17,17,17,17,17
"DELETE /students/delete/99999980",1,11,11,11,11,11,11,11,11,11
"DELETE /students/delete/99999981",3,1000,1000,1000,1000,1000,1000,1000,1000,1000
"DELETE /students/delete/99999982",1,14,14,14,14,14,14,14,14,14
"DELETE /students/delete/99999983",1,20,20,20,20,20,20,20,20,20
"DELETE /students/delete/99999984",1,14,14,14,14,14,14,14,14,14
"DELETE /students/delete/99999986",1,9,9,9,9,9,9,9,9,9
"DELETE /students/delete/99999987",2,1000,1000,1000,1000,1000,1000,1000,1000,1000
"DELETE /students/delete/99999988",1,18,18,18,18,18,18,18,18,18
"DELETE /students/delete/99999989",1,20,20,20,20,20,20,20,20,20
"DELETE /students/delete/99999990",1,10,10,10,10,10,10,10,10,10
"DELETE /students/delete/99999991",1,17,17,17,17,17,17,17,17,17
"DELETE /students/delete/99999992",1,12,12,12,12,12,12,12,12,12
"DELETE /students/delete/99999993",1,10,10,10,10,10,10,10,10,10
"DELETE /students/delete/99999994",1,15,15,15,15,15,15,15,15,15
"DELETE /students/delete/99999995",1,11,11,11,11,11,11,11,11,11
"DELETE /students/delete/99999996",1,20,20,20,20,20,20,20,20,20
"DELETE /students/delete/99999997",1,16,16,16,16,16,16,16,16,16
"DELETE /students/delete/99999998",1,13,13,13,13,13,13,13,13,13
"DELETE /students/delete/99999999",1,68,68,68,68,68,68,68,68,68
"Total",261,11,17,21,39,1000,1000,1000,1000,2400
