"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /students",98,100,130,160,320,920,1000,1000,1100,1100
"POST : new student",204,15,20,23,31,540,1000,1000,1000,5300
"DELETE : remove student",71,15,18,21,23,1000,1000,1000,1000,1000
"GET : single student",88,14,19,23,27,1000,1000,1000,1100,1100
"PUT : update student",60,14,16,18,19,21,1000,1000,1000,1000
"Total",521,18,26,75,110,880,1000,1000,1000,5300
