"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /students",157,190,210,220,230,250,1000,1000,1000,1000
"POST : new student",385,12,13,14,16,20,33,1000,1000,1000
"DELETE : remove student",116,12,16,18,19,21,27,1000,1000,1000
"GET : single student",136,10,10,11,12,16,1000,1000,1000,1000
"PUT : update student",108,12,15,17,19,21,1000,1000,1000,1000
"Total",902,12,16,21,130,210,990,1000,1000,1000
