"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/students/register",239,73,12,416,5,12737,56,5.38
"None","Total",239,73,12,416,5,12737,56,5.38
